Globe,Land,Ocean,NH,Land,Ocean,SH,Land,Ocean,Trpcs,Land,Ocean,NoExt,Land,Ocean,SoExt,Land,Ocean,NoPol,Land,Ocean,SoPol,Land,Ocean,USA48,USA49,AUST
-0.29,-0.44,-0.20,-0.35,-0.49,-0.22,-0.23,-0.36,-0.19,-0.67,-0.59,-0.71,-0.15,-0.42,0.20,-0.03,-0.26,0.03,-0.14,0.26,-0.79,-0.17,-0.38,0.00,-1.30,-0.16,-0.26
-0.31,-0.21,-0.37,-0.30,-0.09,-0.50,-0.32,-0.44,-0.28,-0.75,-0.77,-0.74,-0.02,0.16,-0.26,-0.14,-0.26,-0.10,-0.26,0.06,-0.78,-0.30,-0.55,-0.09,0.87,0.94,-0.10
-0.22,-0.16,-0.25,-0.17,-0.13,-0.22,-0.26,-0.22,-0.27,-0.49,-0.42,-0.53,0.00,-0.05,0.06,-0.15,-0.01,-0.19,0.31,0.23,0.44,-0.17,0.03,-0.32,0.44,0.73,0.44
-0.30,-0.35,-0.28,-0.26,-0.21,-0.31,-0.35,-0.62,-0.26,-0.51,-0.49,-0.52,-0.13,-0.11,-0.15,-0.27,-0.75,-0.14,-0.80,-0.63,-1.07,-1.51,-2.30,-0.87,0.06,-0.02,0.53
-0.27,-0.34,-0.24,-0.21,-0.15,-0.27,-0.33,-0.70,-0.21,-0.48,-0.33,-0.55,-0.10,-0.10,-0.09,-0.24,-0.97,-0.04,-0.30,-0.03,-0.73,-1.36,-2.26,-0.64,-0.11,-0.13,-0.17
-0.17,-0.15,-0.18,-0.11,-0.01,-0.21,-0.23,-0.44,-0.16,-0.34,-0.28,-0.38,-0.01,0.07,-0.10,-0.16,-0.53,-0.06,-0.18,-0.07,-0.37,-0.26,-0.71,0.11,0.19,0.23,-0.93
-0.14,-0.13,-0.14,-0.16,-0.17,-0.15,-0.12,-0.06,-0.13,-0.29,-0.25,-0.31,-0.09,-0.14,-0.03,-0.03,0.08,-0.06,-0.04,-0.19,0.21,0.45,0.66,0.28,-0.69,-0.37,-1.28
-0.06,0.05,-0.13,-0.04,0.03,-0.11,-0.08,0.11,-0.14,-0.23,-0.12,-0.29,0.07,0.07,0.05,-0.01,0.29,-0.09,-0.19,-0.13,-0.28,0.52,1.05,0.11,0.01,0.30,0.29
-0.08,0.07,-0.16,-0.07,0.03,-0.16,-0.08,0.16,-0.16,-0.18,-0.13,-0.20,-0.01,0.09,-0.13,-0.04,0.36,-0.15,-0.61,-0.49,-0.80,0.30,0.76,-0.06,0.15,0.10,0.32
-0.18,-0.38,-0.06,-0.34,-0.48,-0.20,-0.02,-0.19,0.03,-0.03,0.05,-0.08,-0.49,-0.64,-0.30,-0.02,-0.42,0.09,-1.28,-1.09,-1.58,-0.67,-1.02,-0.38,-0.01,-0.49,-0.47
-0.02,0.08,-0.08,-0.14,-0.03,-0.23,0.10,0.31,0.03,-0.25,-0.21,-0.28,-0.09,0.03,-0.25,0.30,0.72,0.19,0.07,0.25,-0.21,0.93,1.61,0.38,-1.66,-1.10,-0.05
